ComplexID	Name	GeneList
657	Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26A)	6643, 9559, 6642, 55737, 51699
662	HOXA9-MEIS1-PBX2 complex	4211, 3205, 5089
668	BKCA-beta2AR-AKAP79 signaling complex	154, 9495, 3778
672	BKCA-beta2AR complex	154, 3778
678	GINS complex	9837, 84296, 64785, 51659
680	RANBMP-CD39 complex	5902, 953
682	C-CFTR-NHERF-ezrin complex	9368, 1080, 7430
684	PAX9-MSX1 complex	4487, 5083
685	MeCP1 complex	9219, 53615, 5928, 3065, 1108, 5931, 57459, 3066, 8932
687	CFTR-NHERF-beta(2)AR signaling complex	9368, 154, 1080
691	SIN3-SAP25 complex	10284, 8819, 5928, 3065, 5931, 51742, 100316904, 3066, 25942, 79595, 64426
695	SIN3-HDAC-SAP30-ARID4 complex	8819, 5928, 3065, 5931, 51742, 3066, 25942
696	BRMS1-mSin3A corepressor complex	23309, 8819, 5928, 3065, 5931, 3066, 25942, 25855
697	BRMS1-RBP1 complex	51742, 25855
702	NAA10-NAA15 complex	8260, 80155
705	RINT1-USE1-ZW10 subcomplex	9183, 60561, 55850
706	SNARE complex (HGS, SNAP25, STX13)	9146, 6616, 23673
707	SNARE complex (SNAP25, STX13, VAMP2)	6616, 6844, 23673
710	Brg1-associated complex I	8289, 10419, 86, 6597, 6598, 6601, 6599, 6605, 6602
711	Brm-associated complex	8289, 10419, 86, 6595, 6598, 6601, 6599, 6605, 6602
713	BRG1-SIN3A complex	8289, 10419, 86, 6597, 5928, 6598, 6604, 6601, 3066, 6599, 6603, 6605, 6602, 25942
714	BRM-SIN3A complex	8289, 10419, 86, 6595, 5928, 6598, 3065, 6604, 6601, 3066, 6599, 6603, 6605, 6602, 25942
720	PU.1-SIN3A-HDAC complex	6688, 3065, 25942
721	PU.1-TBP complex	6688, 6908
723	MORF4L1-MRFAP1-RB1 complex	5925, 10933, 93621
724	MAF2 complex	84148, 10933
725	P2X7 receptor signalling complex	81, 6840, 3689, 3326, 3303, 3312, 5787, 5297, 60, 4356, 3909, 5027
726	DDB2 complex	9318, 9978, 2873, 8451, 1642, 10980, 1643, 10987, 10920, 51138, 50813, 8533
727	CSA complex	9318, 9978, 2873, 1161, 8451, 1642, 10980, 10987, 10920, 51138, 50813, 8533
728	CSA-POLIIa complex	5430, 9318, 9978, 2873, 1161, 8451, 1642, 10980, 10987, 10920, 51138, 50813, 8533
729	Ubiquitin E3 ligase (FBXO31, SKP1A, CUL1, RBX1)	9978, 6500, 8454, 79791
730	SNARE complex (SNAP23, STX4, VAMP1)	8773, 6843, 6810
731	SNARE complex (SNAP23, STX4, VAMP2)	8773, 6844, 6810
733	SNARE complex (STX4, VAMP1, VAMP7)	6843, 6845, 6810
738	SIN3-ING1b complex I	10284, 8819, 5928, 3065, 5931, 51742, 3066, 25942, 3621
739	SIN3-ING1b complex II	10284, 8289, 8819, 86, 6597, 5928, 6598, 3065, 5931, 51742, 6601, 3066, 6599, 6602, 25942, 3621
740	Exon junction complex (EIF4A3, MLN51, MAGOH, Y14)	22794, 9775, 4116, 9939
741	NCOR-HDAC3 complex	8841, 6907, 9611, 2874, 79718
742	eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7)	8665, 8664, 8667, 8666, 8669, 8662, 3646, 8668, 8661, 8663, 27335, 51386
745	NCOR-SIN3-RPD3 complex	23309, 3066, 25942, 9612
746	C/EBPalpha-HNF6 complex	1050, 3175
747	NCOR-SIN3-HDAC1 complex	3065, 25942, 9612
748	TRAF6-TAK1 complex	6885, 7189
749	MeCP2-SIN3A-HDAC complex	4204, 3065, 3066, 25942
752	SMRT core complex	8841, 6907, 9612
753	UTM-SGCE-DAG1-CAV1-NOS3 complex	8910, 4846, 7402, 857, 1605
754	Exon junction complex (EIF4A3, MLN51, UPF3B, MAGOH, Y14)	22794, 9775, 4116, 65109, 9939
755	Exon junction complex (EIF4A3, MLN51, UPF3B, MAGOH, Y14, PYM)	22794, 9775, 4116, 84305, 65109, 9939
756	Prune-Gelsolin complex	2934, 58497
757	Prune-GSK3beta complex	2932, 58497
758	Prune/Nm23-H1 complex	4830, 58497
761	Apoptosis- and splicing-associated protein complex (SAP18, RNPS1, Acinus-S)	10284, 10921, 22985
763	Y14-Magoh complex	4116, 9939
764	Dysferlin-affixin complex	8291, 29780
770	TREX complex	8563, 7919, 80145, 10189, 79228, 57187, 9984, 84321
771	NDPKA-AMPKalpha1 complex	4830, 5562
772	EIF4A3-MLN51 complex	22794, 9775
774	THO complex	8563, 80145, 79228, 57187, 9984
777	Exon junction complex	10921, 10189, 10250, 65109, 26019, 10482, 9939
778	LARC complex (LCR-associated remodeling complex)	8289, 9219, 53615, 86, 3183, 6597, 60, 5928, 6598, 3065, 1108, 6601, 57459, 3066, 5977, 6599, 6603, 6605, 8932
781	URI complex (Unconventional prefoldin RPB5 Interactor)	8725, 5434, 6500, 6502, 8454, 5202, 26228, 10856, 8607
783	ITCH-USP9X complex	8239, 83737
784	SURF complex	2935, 2107, 5976, 23049
785	Exon junction complex	9775, 4116, 7919, 10921, 10189, 10250, 65109, 9939
786	MR-UBC9-SRC1 complex	4306, 5530, 8648
787	NuA4/Tip60-HAT complex B	86, 10524, 80314, 55929, 10933, 10856, 8607, 8295
788	Exosome	5393, 23404, 23016, 118460, 11340, 54512, 56915, 51010, 22894, 51013
789	Exosome	5394, 5393, 23404, 23016, 118460, 11340, 54512, 56915, 51010, 22894, 51013
790	DDB complex	1642, 1643
793	SNARE complex (CPLX1, SNAP25, STX1A, VAMP2)	10815, 6616, 6844, 6804
794	SNARE complex (CPLX2, SNAP25, STX1a, VAMP2)	6616, 6844, 6804, 10814
797	SNARE complex (SNAP23, STX11, VAMP2)	8773, 8676, 6844
798	NuA4/Tip60-HAT complex A	8089, 86, 26122, 10524, 57634, 10902, 80314, 64769, 55929, 55257, 54556, 10933, 10856, 8607, 8295
799	DMAP1-associated complex	86, 6944, 10847, 57634, 10902, 80314, 55929, 10856, 8607, 8295
801	SNARE complex (SNAP23, STX2)	8773, 2054
803	BRG1-SIN3A-HDAC containing SWI/SNF remodeling complex I	8289, 10419, 86, 6597, 6598, 6601, 3066, 6599, 6605, 6602, 25942
805	SNARE complex (SNAP23, STX4)	8773, 6810
806	BRM-SIN3A-HDAC complex	8289, 10419, 86, 6595, 6598, 6601, 3066, 6599, 6603, 6605, 6602, 25942
807	BRG1-associated complex	8289, 10419, 86, 6597, 6598, 6601, 6599, 6605, 6602
808	BRM-associated complex	8289, 10419, 86, 6595, 6598, 6601, 6599, 6603, 6605, 6602
809	eRF1-eRF3-GTP-Mg(2+) complex	2935, 2107
811	FCP1-associated protein complex	10419, 5431, 2962, 2079, 11329, 79084, 9150
812	Upf complex (UPF1, UPF2, UPF3a)	5976, 65110, 26019
813	Upf complex (UPF1, UPF2, UPF3b)	5976, 65109, 26019
814	Postsplicing complex	10921, 5976, 65109, 65110, 26019, 10482, 9939
815	MRIP-MBS-RHOA complex	4659, 387, 23164
816	MRIP-RHOA complex	387, 23164
817	MRIP-MBS complex	4659, 23164
819	20S methylosome-SmD complex	10419, 1207, 6632, 6634
820	SNARE complex (SNAP23, STX6)	8773, 10228
822	mRNA decay complex (UPF1, UPF2, UPF3B, DCP2, XRN1, XRN2, EXOSC2, EXOSC4, EXOSC10, PARN)	5073, 5394, 23404, 167227, 54464, 5976, 65109, 22803, 26019, 54512
824	Anti-SMN protein complex	8487, 6628, 50628, None, 11218
825	JBP1-pICln complex	10419, 6628, 1207
826	PAR-3-VE-cadherin-beta-catenin complex	1003, 1499, 56288
828	TRPC1-STIM1-ORAI1 complex	7220, 6786, 84876
829	PAR-6-VE-cadherin complex, endothelial	1003, 50855
831	PAR-6-PAR-3-VE-cadherin complex, endothelial	1003, 56288, 50855
832	Anti-Sm protein complex	10419, 8487, 6628, 1207, 50628, None, 11218
833	6S methyltransferase complex	1207, 6632, 6634
834	20S methylosome and RG-containing Sm protein complex	10419, 6628, 1207, 6632, 6633, 6634
835	6S methyltransferase and RG-containing Sm proteins complex	6628, 1207, 6635, 6636, 6637, 6632, 6633, 6634
836	20S methyltransferase core complex	10419, 1207
839	LIN9-BMYB complex	4605, 286826
845	PCI-PSA-SCG2 complex	5104, 354, 7857
846	RICH1/AMOT polarity complex, Flag-Rich1 precipitated	832, 829, 154796, 55114, 64398, 10207, 30011, 23607
847	RICH1-PAR3-aPKC polarity complex	5584, 55114, 56288
848	RICH1/AMOT polarity complex, Flag-Amot precipitated	8777, 154796, 143098, 55114, 154810, 64398, 10207, 51421
860	DNMT1-EHMT2-PCNA complex	5111, 1786, 10919
862	DNMT1-EHMT2 complex	1786, 10919
867	TRAP-SMCC mediator complex	219541, 6837, 5469, 81857, 112950, 54797, 29079, 9440, 55588, 400569
871	BRAF53-BRCA2 complex	23028, 675, 3065, 3066, 51317, 10362, 23186
873	SNARE complex (STX1A, SNAP29)	9342, 6804
874	SNARE complex (STX6, VAMP3, VAMP4, VAMP8)	10228, 8674, 9341, 8673
875	SNARE complex (STX16, VAMP3, VAMP4)	8675, 8674, 9341
876	SNARE complex (STX6, VAMP3, VTI1A)	10228, 9341, 143187
877	SNARE complex (STX6, STX16, VAMP4, VTI1a, VTI1b)	8675, 10228, 8674, 143187, 10490
878	PKA (RII-alpha and RII-beta)-AKAP5-ADRB1 complex	153, 5576, 9495, 5577
886	MTA1 complex	53615, 5928, 9112, 3065, 5931, 3066
888	MTA2 complex	9219, 53615, 5928, 3065, 1108, 5931, 3066, 25942
889	MTA1-HDAC core complex	5928, 9112, 3065, 5931, 3066
895	hMediator complex (MED23, CDK8, CCNC, MED7)	9443, 892, 1024, 9439
896	hMediator complex (MED23, CDK8, CCNC)	892, 1024, 9439
897	CDK8-CyclinC-Mediator complex	892, 1024
898	Mediator complex 1	9282, 10001, 892, 1024, 9439
900	Mediator complex 2	9282, 10001, 9439
903	RET-Rai complex	5979, 53358
904	SHC3-GAB1 complex	2549, 53358
905	KIF3A/B-PAR-3-aPKC-PAR-6 complex	9371, 5584, 56288, 50855, 11127
909	ARC92-Mediator complex	9443, 9282, 10001, 9441, 1024, 5469, 81857, 9968, 51586, 9440, 9969, 9439, 10025
910	CRSP-Mediator 2 complex	9443, 9282, 9862, 10001, 51586, 54797, 29079, 9440, 9439, 10025
912	FGFR1-KAL11 complex	2260, 3730
915	SNARE complex (SNAP23, STX1A)	8773, 6804
917	CERF complex (CECR2-containing remodeling factor complex)	6594, 27443
918	PAR3-PAR6-PALS1 complex	64398, 56288, 50855
921	Remodeling and spacing factor (RSF) complex	8467, 51773
923	SNF2L-RSF1 complex	6594, 51773
924	Toposome	3183, 7153, 1660, 6749, 10594, 6732, 9188
925	SNF2H-BAZ1A complex	8467, 11177
926	SCRIB-LGL2 complex	23513, 3993
927	CENP-A NAC complex	1059, 1060, 79682, 80152, 55839, 64946, 79019
928	SCRIB-VANGL2 complex	23513, 57216
929	CEN complex	8467, 1059, 3309, 3312, 2091, 648, 1058, 9493, 1060, 6015, 6749, 11335, 8451, 9589, 1642, 22837, 23091, 25962, 79948, 79682, 91687, 9688, 79801, 9785, 2491, 80829, 51773, 6045, 64105, 79172, 51593, 55717, 29127, 64946, 57332, 79019, 11198
930	SCRIB-GIT1-ARHGEF7 complex	8874, 23513, 28964
933	SCRIB-APC complex	324, 23513
934	FACT-NEK9 complex	6749, 91754, 11198
936	FACT complex	6749, 11198
938	FACT complex, UV-activated	1459, 1460, 1457, 6749, 11198
943	Class C VPS complex (STX7, VPS11, VPS18)	8417, 55823, 57617
944	Class C VPS complex (VPS11, VPS16, VPS18)	64601, 55823, 57617
947	CDC7-DBF7 complex	8317, 10926
955	LLGL2-PAR-6B-PRKCI complex	5584, 3993, 84612
956	PAR-3-PAR-6B-PRKCI complex	5584, 56288, 84612
959	LLGL1-PAR-6B-PRKCI complex	5584, 3996, 84612
964	BRCA1-RAD50-MRE11-NBS1 complex	4683, 672, 4361, 10111
974	EED-EZH2 complex	8726, 5928, 23512, 2146, 121536
994	GAA1-GPI8-PIGT-PIG-PIGS complex	8733, 10026, 51604, 94005, 128869
996	Polycomb repressive complex 2/3	8726, 5928, 23512, 2146, 5931
997	KIN17-PCNA-RPA70 complex	22944, 5111, 6117
999	p23 protein complex	10016, 3181, 10728
1000	TorsinA-TorsinB complex	1861, 27348
1003	RC complex (Replication competent complex)	5422, 890, 1017, 5984, 5982, 5981, 5985, 5983, 23649
1004	RC complex, S-phase-specific	142, 5422, 7150, 6118, 3978, 890, 1017, 6117, 5424, 6119, 5982, 5981, 5426
1005	RC complex during G2/M-phase of cell cycle	983, 142, 5422, 7150, 891, 6118, 890, 6117, 5424, 6119, 5982, 5981, 5426
1007	CAK core complex (Cdk-activating kinase core complex)	1022, 902
1010	CAK complex (Cdk-activating kinase complex)	1022, 902, 4331
1028	HNF4A-SUB1 complex	3172, 10923
1029	TFIIH transcription factor complex	2068, 2071, 2965, 1022, 902, 4331, 2966, 2967, 404672, 2968
1030	CAK-ERCC2 complex	2068, 1022, 902, 4331
1031	ORC complex (origin recognition complex)	5001, 5000, 4998, 4999, 23595, 23594
1032	ORC 2-4 complex (origin recognition 2-4 complex)	5000, 4999, 23595
1034	ORC 2-5 complex (origin recognition 2-5 complex)	5001, 5000, 4999, 23595
1037	TFIIH transcription factor core complex	2071, 2965, 2966, 2967, 2968
1038	ORC 1-5 complex (origin recognition 1-5 complex)	5001, 5000, 4998, 4999, 23595
1039	PCNA-PAF complex	5111, 9768
1040	p33ING1b-PCNA complex	9768, 3621
1041	Alpha-dystrobrevin-ZO-1-actin complex	60, 7082, 1837
1042	SRA-SRC-1 ribonucleoprotein complex	8648, 10011
1045	RAN-SNUPN-XPO1 complex	7514, 10073, 5901
1051	Ubiquitin E3 ligase (SKP1A, SKP2, CUL1, RBX1)	9978, 6500, 6502, 8454
1052	Ubiquitin E3 ligase (FBXW11, SKP1A, CUL1, RBX1)	9978, 6500, 8454, 23291
1054	ESR1-RELA-BCL3-NCOA3 complex	2099, 602, 5970, 8202
1055	ZNF198-PML complex	5371, 7750
1056	ZNF198-SUMO1 complex	7341, 7750
1057	DIPA-MCRS1 complex	11007, 10445
1058	SNX complex (SNX1, SNX6)	6642, 58533
1060	Retromer complex (SNX1, SNX2, VPS35, VPS29, VPS26B)	6643, 6642, 112936, 55737, 51699
1062	BAR-BCL2-CASP8 complex	596, 841, 51283
1063	GRASP-GRP1 complex	9265, 160622
1064	IFP35-NMI complex	3430, 9111
1067	CD8A-LCK complex	925, 3932
1068	12S U11 snRNP	6628, 6635, 6636, 6637, 6632, 6633, 6634, 4904, 11066, 6432, 154007, 10081, 114034, 79622, 79706
1069	FIF-FGR2 complex	2247, 8539
1070	SNX1-SNX2 complex	6643, 6642
1071	PKD2-FPC complex	5314, 5311
1072	SNX2 homo-oligomer complex	6643
1079	P-TEFb.1 complex	904, 1025
1080	P-TEFb.2 complex	905, 1025
1083	P-TEFb.4 complex	8812, 1025
1085	DNA repair complex NEIL2-PNK-Pol(beta)-LigIII(alpha)-XRCC1	8566, 5423, 7515, 3980, 252969
1086	DNA repair complex NEIL1-PNK-Pol(beta)-LigIII(alpha)-XRCC1	8566, 5423, 7515, 3980, 79661
1087	BIRC5-AURKB-INCENP-EVI5 complex	332, 7813, 9212, 3619
1088	PRNP-ApolopoproteinE3 complex	5621, 348
1089	VAM1-VELI1 complex	8825, 51678
1090	AP1G1-RABEP1 complex	164, 9135
1091	LEPR-SNX1 complex	None, 6642
1092	PCNA-KU antigen complex	5111, 2547, 7520
1093	INSR-SNX1 complex	3643, 6642
1094	Frataxin complex	10632, 3329, 6389, 3313, 2395, 57128, 10939
1095	EGFR-SNX1 complex	1956, 6642
1096	PDGFRB-SNX1 complex	5159, 6642
1097	eIF3 complex (EIF3S6, EIF3S5, EIF3S4, EIF3S3, EIF3S6IP, EIF3S2, EIF3S9, EIF3S12,  EIF3S10, EIF3S8,  EIF3S1, EIF3S7, PCID1)	8665, 8664, 8667, 8666, 8669, 8662, 3646, 8668, 8661, 10480, 8663, 27335, 51386
1098	DNA synthesome complex (13 subunits)	5422, 7150, 7153, 5111, 6117, 5424, 5981, 5425, 5557, 5558, 23649, 10714, 57804
1100	DNA polymerase alpha-primase complex	5422, 5557, 5558, 23649
1104	SNX1-TFRC complex	7037, 6642
1105	transcription factor IIIC multisubunit complex	2975, 2976, 9329, 9328, 9330
1106	TFIIIC containing-TOP1-SUB1 complex	7150, 10923, 2975, 2976, 9329, 9328, 9330
1107	DNA synthesome core complex	5422, 5111, 5424, 5981, 5425, 5557, 5558, 23649, 10714, 57804
1108	DNA synthesome complex (15 subunits)	5422, 5111, 3978, 5424, 5981, 5425, 5557, 5558, 5427, 5426, 23649, 10714, 57804, 56655, 54107
1111	DNA synthesome complex (17 subunits)	5422, 7150, 7153, 5111, 6117, 5424, 5981, 5425, 5557, 5558, 5427, 5426, 23649, 10714, 57804, 56655, 54107
1113	5S-DNA-TFIIIA-TFIIIC2 subcomplex	2975, 2976, 2971, 9329, 9328, 9330
1114	5S-DNA-TFIIIA-TFIIIC2-TFIIIB subcomplex	55814, 6908, 2975, 2976, 2971, 2972, 9329, 9328, 9330
1116	AURKB-BIRC5-XPO1 complex	7514, 332, 9212
1117	BIRC5-XPO1 complex	7514, 332
1118	Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)	332, 55143, 9212, 3619
1119	Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5, AURKB)	332, 55143, 9212, 3619
1120	Chromosomal passenger complex CPC (INCENP, CDCA8, BIRC5)	332, 55143, 3619
1121	WNK1-OSR1 complex	9943, 65125
1123	WNK1-SPAK complex	65125, 27347
1130	Hip1R-cortactin complex	9026, 2017
1131	RFC2-RIalpha complex	5518, 5982
1132	RFC2-RIalpha complex	5518, 5984
1133	ATR-HDAC2 complex	545, 3066
1134	ATR-HDAC2-CHD4 complex	545, 1108, 3066
1141	CF IIAm complex (Cleavage factor IIAm complex)	11051, 8449, 51585, 2071, 6421, 11338, 5725, 4361, 7307, 7082, 4076, 11052, 79869, 2968, 10978, 51692
1142	SMN complex (10 subunits)	8487, 6628, 6635, 6636, 6637, 6632, 6633, 6634, None, 11218
1143	SMN complex (16 subunits)	8487, 6628, 50628, 6635, 6636, 6637, 6632, 6633, 6634, None, 25929, 79833, 79760, 54960, 11218, 11171
1144	Cleavage and polyadenylation factor (CPSF)	10898, 29894, None, 53981, 51692
1146	Cleavage stimulation factor	1478, 1477, 1479
1147	Polyadenylation complex (CSTF1, CSTF2, CSTF3, SYMPK CPSF1, CPSF2, CPSF3)	1478, 1477, 29894, 1479, 8189, 53981, 51692
1148	snRNP-free U1A (SF-A) complex	6626, 1655, 6421, 4841
1149	Histone H3.1 complex	8520, 4678, None, None, 5928, 10036, 8208, 79711, 55723, 25842
1150	Histone H3.3 complex	8520, 4678, 7290, None, None, 5928, 79711, 55723, 25842
1152	FA complex (Fanconi anemia complex)	2189, 2175, 2176, 57697, 2187, 2178, 2188, 55120
1153	Integrator complex	54973, 65123, 80789, 55656, 26173, 57117, 92105, 57508, 55756, 25896, 55174, 26512
1154	DSS1 complex	None, 675, 7979, 54973, 80789, 55656, 92105, 114823, 57508, 55756, 25896, 55174, 26512
1155	Integrator-RNAPII complex	5430, 5431, 54973, 65123, 80789, 55656, 26173, 57117, 92105, 57508, 55756, 25896, 55174, 26512
1158	p33ING1b-p300 complex	2033, 3621
1159	p33ING1b-HDAC1 complex	3065, 3621
1160	ING1-p300-PCNA complex	5111, 2033, 3621
1162	Ubiquitin E3 ligase (DDB1, DDB2, CUL4A, CUL4B, RBX1)	9978, 8451, 8450, 1642, 1643
1163	ING1-PCNA complex	5111, 3621
1165	RNF20-RNF40-UbE2E1 complex	9810, 7324, 56254
1166	p400-associated complex	86, 60, 57634, 10856, 8607, 8295
1167	Paf complex	79577, 9646, 54623, 123169, 80349
1168	SKI complex	6499, 9652, 80349
1169	SNARE complex (SNAP23, STX4, VAMP3)	8773, 6810, 9341
1171	c-MYC-ATPase-helicase complex	86, 4609, 10856, 8607, 8295
1172	CBC complex (cap binding complex)	22916, 4686
1173	TIP49-TIP48-BAF53 complex	86, 10856, 8607
1174	PHAX-CBC complex (cap binding complex)	22916, 4686, 51808
1175	TRRAP-BAF53-HAT complex	86, 8295
1176	NCBP1-NCBP2-PHAX-RAN-XPO1 complex	7514, 22916, 5901, 4686, 51808
1177	Polycomb repressive complex 4	8726, 2146, 23411
1178	BCOR complex	3312, 6500, 6015, 54880, 23429, 84678, 6045, 84759
1179	CENP-A NAC-CAD complex	1059, 1060, 23421, 401541, 79682, 55166, 91687, None, 80152, 55839, 64105, 79172, 64946, 79019
1181	C complex spliceosome	9092, 10236, 5356, 9716, 10492, 51362, 23451, 23020, 24148, 10569, 25949, 3183, 6629, 3178, 6627, 26986, 6628, 1655, 3181, 3187, 27316, 9775, 23517, 220988, 4670, 3185, 4116, 3190, 6635, 6636, 6637, 27258, 6632, 6633, 6634, 3192, 7307, 6426, 10946, 10992, 8899, 22938, 2483, 1659, 9343, 23450, 8175, 10291, 55596, 10594, 10283, 10189, 10250, 58509, 9785, 23398, 8220, 9410, 988, 55094, 84292, 9416, 51340, 53938, 5411, 60625, 57703, 56949, 55696, 51503, None, 51428, 22913, 57461, 27339, 10450, 23524, 57819, 51645, 9939
1182	CDC5L core complex	5356, 10286, 3312, 10985, 988, 27339
1183	CDC5L complex	9814, 8493, 5356, 23451, 10286, 6626, 6627, 3312, 7153, 6925, 6421, 27316, 5499, 6632, 6633, 6634, 5591, 6427, 6426, 3608, 10992, 1778, 10262, 9689, 10250, 10985, 988, 51503, 27339, 22828
1185	EGFR-containing signaling complex	5286, 5287, 1956, 2064
1186	ESCRT-III complex	27243, 57132, 92421, 79643, 29082, 128866, 5119, 51510, 25978, 51652
1187	ESCRT-II complex	51028, 11267, 84313
1189	DNA double-strand break end-joining complex	4683, 2547, 7520, 3981, 4361, 7518, 10111
1190	NCBP-NIP1 complex	4686, 63941
1191	RNA pol II containing coactivator complex Tat-SF	6829, 27336, 4691, 5430, 1025
1192	ESCRT-I complex	55048, 7251, 51160
1193	Rap1 complex	142, 2547, 7520, 4361, 7014, 10111, 54386
1194	E2F-6 complex	1876, 2707, 4149, 6015, 7027, 23269, 10138, 83746, 10919, 6045, 84108, 79813
1195	Exon junction complex (mRNA splicing-dependent)	10594, 10250
1196	RAD51C-XRCC3 complex	5889, 7517
1198	TIN2 complex	7014, 65057, 26277, 25913
1199	Oligosaccharyltransferase complex (Stt3A variant)	6184, 6185, 1650, 3703, 1603, 84061
1200	Oligosaccharyltransferase complex (Stt3B variant)	6184, 6185, 1650, 1603, 7991, 201595, 84061
1201	TRF1-TIN2 complex	7013, 65057, 26277, 25913
1202	TRF1 telomere length regulation complex	8658, 7013, 26277
1204	Rap1 complex	7013, 7014, 10111, 65057, 26277, 25913, 54386
1205	TRF2-Rap1 complex III	7014, 54386
1206	TRF-Rap1 complex I, 2MD	8658, 7013, 7014, 26277, 25913, 54386
1207	TRF2-Rap1 complex II	7014, 26277, 25913, 54386
1211	Ubiquitin E3 ligase (AHR, ARNT, DDB1, TBL3, CUL4B, RBX1)	405, 196, 9978, 10607, 8450, 1642
1214	Ubiquitin E3 ligase (DET1, DDB1, CUL4A, RBX1, COP1)	9978, 8451, 1642, 55070, 64326
1215	Ubiquitin E3 ligase (FBXW7, CUL1, SKP1A, RBX1)	9978, 6500, 8454, 55294
1217	WRN-TRF2 complex	7486, 7014
1218	BLM-TRF2 complex	641, 7014
1219	Tankyrin 1-tankyrin 2-TRF1 complex	8658, 7013, 80351
1220	TRF2-Ku complex	2547, 7520, 7014
1221	TFIIA-TRF2 complex	2957, 2958, 7014
1223	H2AX complex, isolated from cells without IR exposure	10236, 6741, 4869, 801, 3309, 26986, 3014, 811, None, 6749, 128312, 51386, 11198
1224	Ubiquitin E3 ligase (BMI1, SPOP, CUL3)	8405, 648, 8452
1225	Ubiquitin E3 ligase (H2AFY, SPOP, CUL3)	8405, 9555, 8452
1226	H2AX complex I	4869, 142, 3309, 3014, 811, 22907, 128312
1227	H2AX complex II	4869, 3309, 3014, 8531, 811, 3018, None, 128312, 55037, 8342
1230	WINAC complex	8289, 86, 7421, 6595, 6597, 7155, 6598, 10036, 6601, 6599, 6605, 6602, 9031, 11198
1231	FIB-associated protein complex	10419, 2091, 708, 7846, 3276, 81027
1232	REST-CoREST-mSIN3A complex	5978, 25942, 23186
1233	CoREST-HDAC2 complex	3066, 23186
1237	BAF complex	8289, 86, 6595, 6597, 6598, 6601, 6599, 6605, 6602
1238	PBAF complex (Polybromo- and BAF containing complex)	86, 6597, 6598, 196528, 55193, 6601, 6599, 6605, 6602
1239	EBAFb complex	86, 6597, 4298, 6598, 57492, 6601, 6599, 6603, 6605, 6602
1243	Ubiquitin E3 ligase (SPOP, DAXX, CUL3)	8405, 8452, 1616
1245	Protein phosphatase 4 complex	5531, 151987
1248	Apoptosome	317, 54205
1250	RB1-E2F1 complex	5925, 1869
1251	BAF complex	8289, 86, 6595, 6598, 6601, 6599, 6605, 6602
1252	EBAFa complex	8289, 86, 6597, 4298, 6598, 6601, 6599, 6603, 6605, 6602
1254	Menin-associated histone methyltransferase complex	4221, 5431, 11091, 5929, 84661, 9070, None
1255	Ubiquitin E3 ligase (SIAH1, SIP, SKP1A, TBL1X)	6907, 6500, 6477, 27101
1256	MLL-HCF complex	4221, 3053, 3054, 11091, 4297, 5929, 9070
1257	ALL-1 supercomplex	10284, 8467, 23028, 8819, 9219, 53615, 6908, 6872, 6878, 6595, 11091, 5901, 4297, 5928, 6598, 1107, 3065, 9343, 5929, 6883, 5931, 6880, 6601, 3066, 8189, 6599, 25942, 53981
1258	Ubiquitin E3 ligase (GLMN, FBXW8, SKP1A, RBX1)	9978, 6500, 26259, 11146
1259	Chromatin assembly complex (CAF-1 complex)	5928, 10036, 8208
1260	Neddylin ligase (FBXO11, SKP1, CUL1, RBX1)	9978, 6500, 8454, 80204
1261	SRm160/300 complex	6625, 6627, 6434, 10250, 23524
1287	HNRPF-HNRPH1 complex	3187, 3185
1288	DCS complex (PTBP1, PTBP2, HNRPH1, HNRPF)	5725, 3187, 3185, 58155
1293	IPO13-RBM8A-MAGOH complex	9670, 4116, 9939
1296	DCP1A-DCP2 Decapping complex	167227, 55802
1297	MKK4-ARRB2-ASK1 complex	409, 6416, 4217
